"C-20: Disabled Population by type of Disability,Age and Sex ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,Total number of disabled persons,,,In seeing,,,In Hearing,,,In Speech,,,In Movement,,,Mental Retardation,,,Mental Illness,,,Any Other,,,Multiple Disability,,
,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
C4920,20,364,District-Ranchi,Urban,10-19,"4,645","2,447","2,198",994,511,483,"1,173",579,594,442,223,219,497,290,207,293,161,132,136,97,39,814,412,402,296,174,122
C4920,20,364,District-Ranchi,Urban,20-29,"4,692","2,622","2,070",792,420,372,"1,098",595,503,459,232,227,625,364,261,242,144,98,401,295,106,877,467,410,198,105,93
C4920,20,364,District-Ranchi,Urban,30-39,"3,961","2,306","1,655",698,395,303,964,520,444,412,234,178,482,305,177,207,133,74,350,237,113,699,399,300,149,83,66
C4920,20,364,District-Ranchi,Urban,40-49,"3,168","1,955","1,213",553,323,230,778,466,312,331,183,148,501,343,158,151,101,50,184,126,58,548,335,213,122,78,44
C4920,20,364,District-Ranchi,Urban,50-59,"2,213","1,278",935,414,228,186,508,290,218,205,123,82,436,263,173,76,45,31,93,52,41,369,203,166,112,74,38
C4920,20,364,District-Ranchi,Urban,60-69,"2,015","1,091",924,417,207,210,406,213,193,154,87,67,516,290,226,44,22,22,63,40,23,303,166,137,112,66,46
C4920,20,364,District-Ranchi,Urban,70-79,"1,017",569,448,247,147,100,173,86,87,53,35,18,303,177,126,8,5,3,17,16,1,125,63,62,91,40,51
C4920,20,364,District-Ranchi,Urban,80-89,370,199,171,76,45,31,82,41,41,19,12,7,94,50,44,2,1,1,2,1,1,44,22,22,51,27,24
C4920,20,364,District-Ranchi,Urban,90+,95,47,48,18,6,12,18,9,9,2,0,2,22,12,10,2,2,0,6,6,0,14,6,8,13,6,7
C4920,20,364,District-Ranchi,Urban,Age Not Stated,442,248,194,89,46,43,95,58,37,41,22,19,47,25,22,11,5,6,17,14,3,110,62,48,32,16,16
C4920,20,365,District-Khunti,Total,Total,"8,415","4,630","3,785",966,530,436,"1,786",974,812,376,204,172,"2,129","1,223",906,465,231,234,353,193,160,"1,642",882,760,698,393,305
C4920,20,365,District-Khunti,Total,0-4,393,206,187,32,20,12,107,51,56,9,6,3,58,31,27,19,11,8,4,3,1,136,69,67,28,15,13
C4920,20,365,District-Khunti,Total,5-9,723,406,317,55,30,25,236,126,110,62,37,25,81,55,26,36,20,16,10,3,7,172,89,83,71,46,25
C4920,20,365,District-Khunti,Total,10-19,"1,384",747,637,104,52,52,240,134,106,94,53,41,319,180,139,134,57,77,44,29,15,314,166,148,135,76,59
C4920,20,365,District-Khunti,Total,20-29,"1,152",661,491,86,56,30,241,147,94,73,33,40,253,142,111,98,61,37,80,49,31,242,126,116,79,47,32
C4920,20,365,District-Khunti,Total,30-39,"1,002",595,407,90,53,37,189,117,72,58,27,31,249,154,95,57,31,26,68,33,35,239,140,99,52,40,12
C4920,20,365,District-Khunti,Total,40-49,"1,012",578,434,132,75,57,195,108,87,30,17,13,281,169,112,58,27,31,66,38,28,199,117,82,51,27,24
C4920,20,365,District-Khunti,Total,50-59,842,461,381,115,57,58,167,80,87,24,17,7,285,180,105,23,11,12,39,16,23,128,69,59,61,31,30
C4920,20,365,District-Khunti,Total,60-69,"1,126",602,524,214,116,98,240,129,111,16,9,7,350,197,153,26,9,17,35,18,17,142,72,70,103,52,51
C4920,20,365,District-Khunti,Total,70-79,542,256,286,101,53,48,126,64,62,7,4,3,174,74,100,11,4,7,6,3,3,55,25,30,62,29,33
C4920,20,365,District-Khunti,Total,80-89,194,97,97,31,17,14,41,16,25,3,1,2,63,36,27,2,0,2,0,0,0,11,6,5,43,21,22
C4920,20,365,District-Khunti,Total,90+,39,18,21,5,1,4,3,1,2,0,0,0,15,5,10,0,0,0,1,1,0,2,1,1,13,9,4
C4920,20,365,District-Khunti,Total,Age Not Stated,6,3,3,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,0,0,0
C4920,20,365,District-Khunti,Rural,Total,"7,724","4,241","3,483",912,500,412,"1,656",902,754,351,193,158,"1,930","1,112",818,419,208,211,306,168,138,"1,530",818,712,620,340,280
C4920,20,365,District-Khunti,Rural,0-4,371,197,174,30,18,12,106,51,55,8,6,2,54,29,25,17,10,7,4,3,1,126,66,60,26,14,12
C4920,20,365,District-Khunti,Rural,5-9,678,379,299,50,27,23,231,125,106,58,34,24,70,46,24,29,17,12,10,3,7,166,88,78,64,39,25
C4920,20,365,District-Khunti,Rural,10-19,"1,286",691,595,98,49,49,225,125,100,89,50,39,297,166,131,127,54,73,37,25,12,295,157,138,118,65,53
C4920,20,365,District-Khunti,Rural,20-29,"1,046",595,451,82,52,30,220,131,89,67,32,35,226,128,98,87,54,33,70,41,29,221,113,108,73,44,29
C4920,20,365,District-Khunti,Rural,30-39,900,533,367,84,50,34,173,109,64,55,26,29,221,134,87,44,25,19,59,30,29,220,125,95,44,34,10
C4920,20,365,District-Khunti,Rural,40-49,921,528,393,118,68,50,176,98,78,30,17,13,253,157,96,54,25,29,59,34,25,183,105,78,48,24,24
C4920,20,365,District-Khunti,Rural,50-59,781,429,352,109,54,55,160,79,81,21,15,6,260,163,97,23,11,12,29,12,17,124,67,57,55,28,27
C4920,20,365,District-Khunti,Rural,60-69,"1,043",554,489,207,111,96,216,111,105,15,9,6,321,185,136,25,8,17,33,17,16,131,67,64,95,46,49
C4920,20,365,District-Khunti,Rural,70-79,486,228,258,98,53,45,112,59,53,5,3,2,156,65,91,10,4,6,4,2,2,51,21,30,50,21,29
C4920,20,365,District-Khunti,Rural,80-89,173,87,86,31,17,14,34,12,22,3,1,2,59,34,25,2,0,2,0,0,0,9,6,3,35,17,18
C4920,20,365,District-Khunti,Rural,90+,34,17,17,5,1,4,2,1,1,0,0,0,12,5,7,0,0,0,1,1,0,2,1,1,12,8,4
C4920,20,365,District-Khunti,Rural,Age Not Stated,5,3,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,0,0,0
C4920,20,365,District-Khunti,Urban,Total,691,389,302,54,30,24,130,72,58,25,11,14,199,111,88,46,23,23,47,25,22,112,64,48,78,53,25
C4920,20,365,District-Khunti,Urban,0-4,22,9,13,2,2,0,1,0,1,1,0,1,4,2,2,2,1,1,0,0,0,10,3,7,2,1,1
C4920,20,365,District-Khunti,Urban,5-9,45,27,18,5,3,2,5,1,4,4,3,1,11,9,2,7,3,4,0,0,0,6,1,5,7,7,0
C4920,20,365,District-Khunti,Urban,10-19,98,56,42,6,3,3,15,9,6,5,3,2,22,14,8,7,3,4,7,4,3,19,9,10,17,11,6
C4920,20,365,District-Khunti,Urban,20-29,106,66,40,4,4,0,21,16,5,6,1,5,27,14,13,11,7,4,10,8,2,21,13,8,6,3,3
C4920,20,365,District-Khunti,Urban,30-39,102,62,40,6,3,3,16,8,8,3,1,2,28,20,8,13,6,7,9,3,6,19,15,4,8,6,2
C4920,20,365,District-Khunti,Urban,40-49,91,50,41,14,7,7,19,10,9,0,0,0,28,12,16,4,2,2,7,4,3,16,12,4,3,3,0
C4920,20,365,District-Khunti,Urban,50-59,61,32,29,6,3,3,7,1,6,3,2,1,25,17,8,0,0,0,10,4,6,4,2,2,6,3,3
C4920,20,365,District-Khunti,Urban,60-69,83,48,35,7,5,2,24,18,6,1,0,1,29,12,17,1,1,0,2,1,1,11,5,6,8,6,2
C4920,20,365,District-Khunti,Urban,70-79,56,28,28,3,0,3,14,5,9,2,1,1,18,9,9,1,0,1,2,1,1,4,4,0,12,8,4
C4920,20,365,District-Khunti,Urban,80-89,21,10,11,0,0,0,7,4,3,0,0,0,4,2,2,0,0,0,0,0,0,2,0,2,8,4,4
C4920,20,365,District-Khunti,Urban,90+,5,1,4,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1,0
C4920,20,365,District-Khunti,Urban,Age Not Stated,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,366,District-Gumla,Total,Total,"18,977","10,074","8,903","2,652","1,399","1,253","4,104","1,977","2,127",879,455,424,"5,288","3,075","2,213","1,078",566,512,708,350,358,"2,522","1,375","1,147","1,746",877,869
C4920,20,366,District-Gumla,Total,0-4,851,462,389,85,40,45,279,139,140,29,14,15,104,61,43,31,20,11,3,1,2,251,140,111,69,47,22
C4920,20,366,District-Gumla,Total,5-9,"1,387",747,640,168,99,69,361,162,199,162,85,77,202,121,81,96,52,44,31,22,9,241,132,109,126,74,52
C4920,20,366,District-Gumla,Total,10-19,"3,340","1,747","1,593",366,202,164,704,329,375,243,127,116,714,410,304,330,166,164,108,57,51,539,272,267,336,184,152
C4920,20,366,District-Gumla,Total,20-29,"2,357","1,275","1,082",253,159,94,477,214,263,145,74,71,621,388,233,198,98,100,141,68,73,346,180,166,176,94,82
C4920,20,366,District-Gumla,Total,30-39,"1,998","1,120",878,235,125,110,439,212,227,103,54,49,530,331,199,159,91,68,143,75,68,276,161,115,113,71,42
C4920,20,366,District-Gumla,Total,40-49,"2,037","1,144",893,258,153,105,423,220,203,73,35,38,640,395,245,124,67,57,131,53,78,277,161,116,111,60,51
C4920,20,366,District-Gumla,Total,50-59,"1,913","1,058",855,292,145,147,381,194,187,53,30,23,662,409,253,67,39,28,84,38,46,242,144,98,132,59,73
C4920,20,366,District-Gumla,Total,60-69,"2,647","1,297","1,350",506,243,263,572,260,312,49,22,27,956,519,437,48,18,30,50,25,25,222,109,113,244,101,143
C4920,20,366,District-Gumla,Total,70-79,"1,729",852,877,351,157,194,364,195,169,15,10,5,597,297,300,16,11,5,13,8,5,98,61,37,275,113,162
C4920,20,366,District-Gumla,Total,80-89,566,295,271,114,60,54,83,43,40,5,3,2,209,115,94,8,4,4,2,2,0,21,12,9,124,56,68
C4920,20,366,District-Gumla,Total,90+,141,73,68,22,16,6,18,9,9,0,0,0,51,27,24,1,0,1,2,1,1,7,2,5,40,18,22
C4920,20,366,District-Gumla,Total,Age Not Stated,11,4,7,2,0,2,3,0,3,2,1,1,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0
C4920,20,366,District-Gumla,Rural,Total,"17,846","9,440","8,406","2,459","1,284","1,175","3,937","1,892","2,045",825,424,401,"4,959","2,893","2,066",989,516,473,663,329,334,"2,386","1,299","1,087","1,628",803,825
C4920,20,366,District-Gumla,Rural,0-4,807,434,373,78,36,42,272,135,137,27,13,14,101,59,42,27,16,11,3,1,2,239,130,109,60,44,16
C4920,20,366,District-Gumla,Rural,5-9,"1,314",701,613,153,87,66,350,157,193,156,81,75,197,119,78,90,49,41,30,21,9,225,122,103,113,65,48
C4920,20,366,District-Gumla,Rural,10-19,"3,062","1,602","1,460",318,176,142,659,307,352,229,119,110,656,384,272,293,147,146,105,56,49,502,253,249,300,160,140
C4920,20,366,District-Gumla,Rural,20-29,"2,170","1,166","1,004",233,142,91,454,202,252,135,68,67,554,351,203,179,87,92,130,62,68,327,171,156,158,83,75
C4920,20,366,District-Gumla,Rural,30-39,"1,850","1,036",814,216,116,100,416,201,215,94,48,46,484,302,182,146,84,62,130,68,62,262,153,109,102,64,38
C4920,20,366,District-Gumla,Rural,40-49,"1,906","1,066",840,230,135,95,406,210,196,68,32,36,606,374,232,116,63,53,124,52,72,256,148,108,100,52,48
C4920,20,366,District-Gumla,Rural,50-59,"1,821","1,003",818,279,139,140,366,186,180,47,27,20,628,385,243,65,37,28,77,35,42,235,140,95,124,54,70
C4920,20,366,District-Gumla,Rural,60-69,"2,552","1,245","1,307",480,229,251,561,254,307,48,22,26,911,493,418,48,18,30,47,23,24,216,108,108,241,98,143
C4920,20,366,District-Gumla,Rural,70-79,"1,681",828,853,344,152,192,352,190,162,14,10,4,575,287,288,16,11,5,13,8,5,96,59,37,271,111,160
C4920,20,366,District-Gumla,Rural,80-89,539,286,253,108,58,50,80,41,39,5,3,2,198,112,86,8,4,4,2,2,0,19,12,7,119,54,65
C4920,20,366,District-Gumla,Rural,90+,133,69,64,18,14,4,18,9,9,0,0,0,47,25,22,1,0,1,2,1,1,7,2,5,40,18,22
C4920,20,366,District-Gumla,Rural,Age Not Stated,11,4,7,2,0,2,3,0,3,2,1,1,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0
C4920,20,366,District-Gumla,Urban,Total,"1,131",634,497,193,115,78,167,85,82,54,31,23,329,182,147,89,50,39,45,21,24,136,76,60,118,74,44
C4920,20,366,District-Gumla,Urban,0-4,44,28,16,7,4,3,7,4,3,2,1,1,3,2,1,4,4,0,0,0,0,12,10,2,9,3,6
C4920,20,366,District-Gumla,Urban,5-9,73,46,27,15,12,3,11,5,6,6,4,2,5,2,3,6,3,3,1,1,0,16,10,6,13,9,4
C4920,20,366,District-Gumla,Urban,10-19,278,145,133,48,26,22,45,22,23,14,8,6,58,26,32,37,19,18,3,1,2,37,19,18,36,24,12
C4920,20,366,District-Gumla,Urban,20-29,187,109,78,20,17,3,23,12,11,10,6,4,67,37,30,19,11,8,11,6,5,19,9,10,18,11,7
C4920,20,366,District-Gumla,Urban,30-39,148,84,64,19,9,10,23,11,12,9,6,3,46,29,17,13,7,6,13,7,6,14,8,6,11,7,4
C4920,20,366,District-Gumla,Urban,40-49,131,78,53,28,18,10,17,10,7,5,3,2,34,21,13,8,4,4,7,1,6,21,13,8,11,8,3
C4920,20,366,District-Gumla,Urban,50-59,92,55,37,13,6,7,15,8,7,6,3,3,34,24,10,2,2,0,7,3,4,7,4,3,8,5,3
C4920,20,366,District-Gumla,Urban,60-69,95,52,43,26,14,12,11,6,5,1,0,1,45,26,19,0,0,0,3,2,1,6,1,5,3,3,0
C4920,20,366,District-Gumla,Urban,70-79,48,24,24,7,5,2,12,5,7,1,0,1,22,10,12,0,0,0,0,0,0,2,2,0,4,2,2
C4920,20,366,District-Gumla,Urban,80-89,27,9,18,6,2,4,3,2,1,0,0,0,11,3,8,0,0,0,0,0,0,2,0,2,5,2,3
C4920,20,366,District-Gumla,Urban,90+,8,4,4,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,366,District-Gumla,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,367,District-Simdega,Total,Total,"10,097","5,407","4,690","1,056",528,528,"2,004","1,065",939,463,238,225,"2,995","1,736","1,259",544,263,281,476,256,220,"1,518",790,728,"1,041",531,510
C4920,20,367,District-Simdega,Total,0-4,386,212,174,33,17,16,121,75,46,13,7,6,65,33,32,13,7,6,3,1,2,99,52,47,39,20,19
C4920,20,367,District-Simdega,Total,5-9,642,332,310,44,27,17,136,71,65,56,23,33,106,63,43,44,23,21,14,7,7,145,68,77,97,50,47
C4920,20,367,District-Simdega,Total,10-19,"1,482",767,715,123,58,65,271,141,130,118,63,55,330,178,152,157,70,87,56,37,19,243,120,123,184,100,84
C4920,20,367,District-Simdega,Total,20-29,"1,326",741,585,65,38,27,228,118,110,82,42,40,410,254,156,116,60,56,111,61,50,185,101,84,129,67,62
C4920,20,367,District-Simdega,Total,30-39,"1,084",626,458,70,35,35,186,103,83,64,33,31,321,218,103,82,43,39,83,39,44,185,101,84,93,54,39
C4920,20,367,District-Simdega,Total,40-49,"1,205",712,493,119,61,58,228,136,92,50,30,20,370,236,134,72,39,33,88,50,38,199,113,86,79,47,32
C4920,20,367,District-Simdega,Total,50-59,"1,106",628,478,138,78,60,196,109,87,39,21,18,394,254,140,32,10,22,66,31,35,183,91,92,58,34,24
C4920,20,367,District-Simdega,Total,60-69,"1,565",769,796,265,128,137,367,176,191,27,11,16,506,269,237,24,9,15,31,16,15,193,93,100,152,67,85
C4920,20,367,District-Simdega,Total,70-79,943,453,490,136,58,78,201,101,100,9,6,3,354,163,191,3,1,2,19,13,6,71,44,27,150,67,83
C4920,20,367,District-Simdega,Total,80-89,284,129,155,46,19,27,55,27,28,5,2,3,114,55,59,1,1,0,3,0,3,12,6,6,48,19,29
C4920,20,367,District-Simdega,Total,90+,68,36,32,17,9,8,13,7,6,0,0,0,24,13,11,0,0,0,1,1,0,1,0,1,12,6,6
C4920,20,367,District-Simdega,Total,Age Not Stated,6,2,4,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0
C4920,20,367,District-Simdega,Rural,Total,"9,576","5,114","4,462","1,028",512,516,"1,933","1,025",908,425,219,206,"2,804","1,617","1,187",502,243,259,449,241,208,"1,442",754,688,993,503,490
C4920,20,367,District-Simdega,Rural,0-4,363,197,166,31,15,16,114,69,45,13,7,6,63,33,30,13,7,6,2,0,2,93,48,45,34,18,16
C4920,20,367,District-Simdega,Rural,5-9,609,316,293,38,24,14,133,69,64,53,22,31,101,59,42,40,21,19,14,7,7,138,65,73,92,49,43
C4920,20,367,District-Simdega,Rural,10-19,"1,386",721,665,121,58,63,257,135,122,106,56,50,312,169,143,142,63,79,51,35,16,230,117,113,167,88,79
C4920,20,367,District-Simdega,Rural,20-29,"1,222",686,536,60,35,25,220,112,108,72,37,35,362,229,133,106,55,51,103,56,47,174,97,77,125,65,60
C4920,20,367,District-Simdega,Rural,30-39,"1,017",578,439,68,34,34,183,100,83,61,31,30,292,195,97,75,39,36,76,35,41,173,93,80,89,51,38
C4920,20,367,District-Simdega,Rural,40-49,"1,136",671,465,117,60,57,217,130,87,43,27,16,342,216,126,68,37,31,85,48,37,187,108,79,77,45,32
C4920,20,367,District-Simdega,Rural,50-59,"1,055",597,458,133,74,59,185,104,81,39,21,18,372,238,134,31,10,21,63,30,33,174,86,88,58,34,24
C4920,20,367,District-Simdega,Rural,60-69,"1,525",743,782,262,126,136,362,173,189,25,11,14,484,253,231,23,9,14,31,16,15,191,92,99,147,63,84
C4920,20,367,District-Simdega,Rural,70-79,916,441,475,136,58,78,195,99,96,8,5,3,341,157,184,3,1,2,19,13,6,68,42,26,146,66,80
C4920,20,367,District-Simdega,Rural,80-89,275,126,149,45,19,26,52,26,26,5,2,3,111,55,56,1,1,0,3,0,3,11,5,6,47,18,29
C4920,20,367,District-Simdega,Rural,90+,66,36,30,17,9,8,13,7,6,0,0,0,23,13,10,0,0,0,1,1,0,1,0,1,11,6,5
C4920,20,367,District-Simdega,Rural,Age Not Stated,6,2,4,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0
C4920,20,367,District-Simdega,Urban,Total,521,293,228,28,16,12,71,40,31,38,19,19,191,119,72,42,20,22,27,15,12,76,36,40,48,28,20
C4920,20,367,District-Simdega,Urban,0-4,23,15,8,2,2,0,7,6,1,0,0,0,2,0,2,0,0,0,1,1,0,6,4,2,5,2,3
C4920,20,367,District-Simdega,Urban,5-9,33,16,17,6,3,3,3,2,1,3,1,2,5,4,1,4,2,2,0,0,0,7,3,4,5,1,4
C4920,20,367,District-Simdega,Urban,10-19,96,46,50,2,0,2,14,6,8,12,7,5,18,9,9,15,7,8,5,2,3,13,3,10,17,12,5
C4920,20,367,District-Simdega,Urban,20-29,104,55,49,5,3,2,8,6,2,10,5,5,48,25,23,10,5,5,8,5,3,11,4,7,4,2,2
C4920,20,367,District-Simdega,Urban,30-39,67,48,19,2,1,1,3,3,0,3,2,1,29,23,6,7,4,3,7,4,3,12,8,4,4,3,1
C4920,20,367,District-Simdega,Urban,40-49,69,41,28,2,1,1,11,6,5,7,3,4,28,20,8,4,2,2,3,2,1,12,5,7,2,2,0
C4920,20,367,District-Simdega,Urban,50-59,51,31,20,5,4,1,11,5,6,0,0,0,22,16,6,1,0,1,3,1,2,9,5,4,0,0,0
C4920,20,367,District-Simdega,Urban,60-69,40,26,14,3,2,1,5,3,2,2,0,2,22,16,6,1,0,1,0,0,0,2,1,1,5,4,1
C4920,20,367,District-Simdega,Urban,70-79,27,12,15,0,0,0,6,2,4,1,1,0,13,6,7,0,0,0,0,0,0,3,2,1,4,1,3
C4920,20,367,District-Simdega,Urban,80-89,9,3,6,1,0,1,3,1,2,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,1,1,0
C4920,20,367,District-Simdega,Urban,90+,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
C4920,20,367,District-Simdega,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,368,District-Pashchimi Singhbhum,Total,Total,"19,747","10,182","9,565","2,502","1,257","1,245","3,918","1,905","2,013","1,151",602,549,"6,073","3,199","2,874",832,465,367,641,327,314,"2,769","1,499","1,270","1,861",928,933
C4920,20,368,District-Pashchimi Singhbhum,Total,0-4,773,413,360,65,30,35,208,105,103,16,9,7,154,97,57,24,12,12,8,5,3,213,108,105,85,47,38
C4920,20,368,District-Pashchimi Singhbhum,Total,5-9,"1,374",724,650,103,57,46,326,167,159,176,94,82,219,112,107,83,49,34,20,10,10,273,141,132,174,94,80
C4920,20,368,District-Pashchimi Singhbhum,Total,10-19,"3,190","1,724","1,466",256,139,117,619,310,309,339,182,157,763,403,360,222,138,84,96,54,42,528,287,241,367,211,156
C4920,20,368,District-Pashchimi Singhbhum,Total,20-29,"2,409","1,336","1,073",193,111,82,416,209,207,211,99,112,703,416,287,148,81,67,144,73,71,397,226,171,197,121,76
C4920,20,368,District-Pashchimi Singhbhum,Total,30-39,"2,102","1,226",876,197,125,72,388,211,177,139,74,65,627,397,230,139,70,69,129,64,65,335,195,140,148,90,58
C4920,20,368,District-Pashchimi Singhbhum,Total,40-49,"2,339","1,369",970,276,167,109,408,225,183,132,75,57,804,498,306,104,57,47,116,59,57,355,207,148,144,81,63
C4920,20,368,District-Pashchimi Singhbhum,Total,50-59,"2,223","1,194","1,029",370,187,183,467,216,251,76,40,36,781,454,327,65,31,34,67,39,28,277,159,118,120,68,52
C4920,20,368,District-Pashchimi Singhbhum,Total,60-69,"3,050","1,305","1,745",615,272,343,645,274,371,45,21,24,"1,134",474,660,37,20,17,45,17,28,265,129,136,264,98,166
C4920,20,368,District-Pashchimi Singhbhum,Total,70-79,"1,718",660,"1,058",344,137,207,336,138,198,13,7,6,666,260,406,6,4,2,12,5,7,106,39,67,235,70,165
C4920,20,368,District-Pashchimi Singhbhum,Total,80-89,454,191,263,71,26,45,86,43,43,4,1,3,182,76,106,4,3,1,2,0,2,11,6,5,94,36,58
C4920,20,368,District-Pashchimi Singhbhum,Total,90+,111,38,73,11,5,6,19,7,12,0,0,0,38,12,26,0,0,0,2,1,1,8,1,7,33,12,21
C4920,20,368,District-Pashchimi Singhbhum,Total,Age Not Stated,4,2,2,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0
C4920,20,368,District-Pashchimi Singhbhum,Rural,Total,"16,459","8,330","8,129","2,103","1,031","1,072","3,477","1,673","1,804",965,501,464,"5,041","2,593","2,448",602,330,272,459,221,238,"2,333","1,256","1,077","1,479",725,754
C4920,20,368,District-Pashchimi Singhbhum,Rural,0-4,691,374,317,54,26,28,188,99,89,15,9,6,138,87,51,17,9,8,5,3,2,194,98,96,80,43,37
C4920,20,368,District-Pashchimi Singhbhum,Rural,5-9,"1,205",641,564,86,48,38,306,158,148,151,82,69,185,90,95,68,39,29,14,7,7,253,134,119,142,83,59
C4920,20,368,District-Pashchimi Singhbhum,Rural,10-19,"2,688","1,445","1,243",205,106,99,565,284,281,290,159,131,665,346,319,160,100,60,51,28,23,467,256,211,285,166,119
C4920,20,368,District-Pashchimi Singhbhum,Rural,20-29,"1,948","1,071",877,154,85,69,375,193,182,174,81,93,574,338,236,102,55,47,103,48,55,322,183,139,144,88,56
C4920,20,368,District-Pashchimi Singhbhum,Rural,30-39,"1,691",966,725,154,96,58,338,175,163,116,58,58,504,318,186,94,43,51,103,50,53,272,160,112,110,66,44
C4920,20,368,District-Pashchimi Singhbhum,Rural,40-49,"1,882","1,088",794,237,143,94,356,195,161,109,61,48,639,396,243,74,38,36,87,39,48,274,156,118,106,60,46
C4920,20,368,District-Pashchimi Singhbhum,Rural,50-59,"1,812",935,877,305,149,156,406,179,227,54,25,29,629,354,275,52,25,27,50,28,22,227,130,97,89,45,44
C4920,20,368,District-Pashchimi Singhbhum,Rural,60-69,"2,681","1,108","1,573",547,236,311,586,245,341,40,18,22,990,395,595,28,16,12,37,14,23,222,102,120,231,82,149
C4920,20,368,District-Pashchimi Singhbhum,Rural,70-79,"1,448",536,912,296,116,180,288,114,174,13,7,6,553,204,349,5,3,2,8,4,4,88,30,58,197,58,139
C4920,20,368,District-Pashchimi Singhbhum,Rural,80-89,329,138,191,55,20,35,55,27,28,3,1,2,138,57,81,2,2,0,0,0,0,8,5,3,68,26,42
C4920,20,368,District-Pashchimi Singhbhum,Rural,90+,80,26,54,9,5,4,14,4,10,0,0,0,24,8,16,0,0,0,1,0,1,5,1,4,27,8,19
C4920,20,368,District-Pashchimi Singhbhum,Rural,Age Not Stated,4,2,2,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0
C4920,20,368,District-Pashchimi Singhbhum,Urban,Total,"3,288","1,852","1,436",399,226,173,441,232,209,186,101,85,"1,032",606,426,230,135,95,182,106,76,436,243,193,382,203,179
C4920,20,368,District-Pashchimi Singhbhum,Urban,0-4,82,39,43,11,4,7,20,6,14,1,0,1,16,10,6,7,3,4,3,2,1,19,10,9,5,4,1
C4920,20,368,District-Pashchimi Singhbhum,Urban,5-9,169,83,86,17,9,8,20,9,11,25,12,13,34,22,12,15,10,5,6,3,3,20,7,13,32,11,21
C4920,20,368,District-Pashchimi Singhbhum,Urban,10-19,502,279,223,51,33,18,54,26,28,49,23,26,98,57,41,62,38,24,45,26,19,61,31,30,82,45,37
C4920,20,368,District-Pashchimi Singhbhum,Urban,20-29,461,265,196,39,26,13,41,16,25,37,18,19,129,78,51,46,26,20,41,25,16,75,43,32,53,33,20
C4920,20,368,District-Pashchimi Singhbhum,Urban,30-39,411,260,151,43,29,14,50,36,14,23,16,7,123,79,44,45,27,18,26,14,12,63,35,28,38,24,14
C4920,20,368,District-Pashchimi Singhbhum,Urban,40-49,457,281,176,39,24,15,52,30,22,23,14,9,165,102,63,30,19,11,29,20,9,81,51,30,38,21,17
C4920,20,368,District-Pashchimi Singhbhum,Urban,50-59,411,259,152,65,38,27,61,37,24,22,15,7,152,100,52,13,6,7,17,11,6,50,29,21,31,23,8
C4920,20,368,District-Pashchimi Singhbhum,Urban,60-69,369,197,172,68,36,32,59,29,30,5,3,2,144,79,65,9,4,5,8,3,5,43,27,16,33,16,17
C4920,20,368,District-Pashchimi Singhbhum,Urban,70-79,270,124,146,48,21,27,48,24,24,0,0,0,113,56,57,1,1,0,4,1,3,18,9,9,38,12,26
C4920,20,368,District-Pashchimi Singhbhum,Urban,80-89,125,53,72,16,6,10,31,16,15,1,0,1,44,19,25,2,1,1,2,0,2,3,1,2,26,10,16
C4920,20,368,District-Pashchimi Singhbhum,Urban,90+,31,12,19,2,0,2,5,3,2,0,0,0,14,4,10,0,0,0,1,1,0,3,0,3,6,4,2
C4920,20,368,District-Pashchimi Singhbhum,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
